City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
696,Pointe-Noire,CG,-4.7761,11.8635,78.33,86,100,2.1,overcast clouds
697,Guantanamo,CU,20.1444,-75.2092,81.97,60,68,11.05,broken clouds
698,Morondava,MG,-20.2833,44.2833,76.66,58,32,17.02,scattered clouds
699,Marsa Matruh,EG,31.3525,27.2453,66.61,70,6,5.93,clear sky
700,Puerto Quijarro,BO,-17.7833,-57.7667,91.56,48,100,5.1,overcast clouds
701,Yichun,CN,47.7,128.9,5.92,97,99,3.11,overcast clouds
702,Balikpapan,ID,-1.2675,116.8289,75.11,91,100,3.94,overcast clouds
703,Lebedyan,RU,53.0194,39.1664,34.52,78,100,13.22,overcast clouds
704,Svetlogorsk,BY,52.6333,29.7333,33.31,76,7,14.72,clear sky
705,Peniche,PT,39.3558,-9.3811,51.62,74,32,15.73,scattered clouds
706,Xihe,CN,31.6864,113.4659,49.69,51,0,2.66,clear sky
707,Shingu,JP,33.7333,135.9833,49.96,83,0,5.88,clear sky
